sampleID	Actinobacteria	Alphaproteobacteria	Bacilli	Bacteroidia	Betaproteobacteria	Chloroplast	Clostridia	Cytophagia	Deferribacteres	Deltaproteobacteria	Epsilonproteobacteria	Erysipelotrichia	Flavobacteriia	Fusobacteriia	Gammaproteobacteria	Methanobacteria	Mollicutes	Negativicutes	Opitutae	Sphingobacteriia	Spirochaetia	Thermoplasmata	Verrucomicrobiae
sample0026	2.279102095944336	1.2719328889011994	3.970490290147897	3.6310410903047825	2.5034351649028888	0.0	4.176494484665986	0.0	0.0	1.3855105734171076	1.9696339263179883	3.6281926704020675	0.0	0.0	1.4887924264028296	0.0	1.4328090595812646	1.4754585049500097	0.0	0.0	0.0	0.0	0.0
sample0027	2.2117235656414493	1.391249915396017	3.595584981728404	3.7789685822705463	2.2388555620349084	0.0	4.3139252540084065	0.0	0.2729398302745522	1.3246712798758409	2.8312583249750505	3.262675323281914	0.0	0.0	2.025175436014113	0.0	0.7957694158641927	1.7352700202478224	0.0	0.0	0.0	0.2729398302745522	0.0
sample0028	2.3127960634789417	1.430100702180155	3.9459460201093517	3.789903352867931	2.568931979163423	0.0	4.183204198405372	0.0	0.4654003657481576	1.654779979506613	3.0632999098160902	3.10518240730943	0.0	0.0	2.364389875562109	0.0	0.5888514968399614	1.746037265783505	0.0	0.0	0.0	0.0	0.0
sample0029	2.272151032221081	1.1464169111153966	4.010016846647922	3.255100603107703	1.832815428154767	0.0	4.274029784795973	0.0	0.0	1.3427196339292573	2.433279232023119	3.315020630955718	0.47732867192241113	0.0	1.9297263558105409	0.0	0.845364701084501	1.8132196610185625	0.0	0.0	0.0	0.0	0.0
sample0031	2.059495961813399	0.8440590164725044	4.118287684929477	3.5525981368938258	1.7755090506273732	0.0	4.212363828427393	0.0	0.0	1.4730445687197036	2.031417587442127	2.2621935153393053	0.0	0.0	1.7391723279604718	0.0	0.7624248398306804	1.6558701589217888	0.0	0.0	0.0	0.0	0.0
sample0032	2.338495812832937	1.0525129402102171	4.0322037880874415	3.502733194792082	1.985216458878113	0.0	4.2727168154598045	0.0	0.3071813412438884	1.4889362963037531	2.3021896087602394	2.3738922355252177	0.0	0.0	1.8381117452008355	0.0	0.6112546423787723	1.7279883963894114	0.0	0.0	0.0	0.0	0.6112546423787723
sample0033	2.1501750781083215	1.0553213182024033	3.6401474495069435	3.5465510455909337	1.793855803810364	0.0	4.343307116059905	0.0	0.0	1.3552349929362695	2.113978490268095	3.493478184691691	0.0	0.0	2.0744885016055084	0.0	1.5766364095024936	1.6372466742530272	0.0	0.0	0.0	0.0	0.0
sample0034	2.209223393718181	1.2954486127530227	3.7309021167770564	3.6457332853762745	2.097545553534712	0.0	4.349460484694459	0.0	0.0	1.665576113164296	2.777052921992428	2.395475074305214	0.0	0.0	2.256803992414456	0.0	0.9046738797564855	1.78631808098725	0.0	0.0	0.0	0.0	0.0
sample0035	2.023443571847977	1.605406978389726	3.801678394319511	3.804308343331091	2.1270499124923004	0.0	4.276261531628033	0.0	0.4269571961522929	1.3877172321399354	2.9506432607371145	2.6343713978931995	0.0	0.0	1.9144914273232871	0.0	2.324136793859714	1.9645636333897174	0.0	0.0	0.4269571961522929	0.0	0.0
sample0036	2.376448653297346	1.8656675724014558	4.001202770093158	3.5175274881122007	2.173422475608249	0.0	4.257002024553282	0.0	0.26070865597268944	1.5508670621197473	2.3204291260070664	2.961415975918563	0.0	0.0	2.3485415997123615	0.0	2.4392536660105546	2.0128852800463353	0.0	0.0	0.0	0.0	0.0
